epoch_index,band,window,window_start_s,window_stop_s,pre_baseline_power,post_window_power,post_logratio_db
54,low_gamma,late,1.3,2.3,5.4625536732855196e-11,4.333419040269959e-11,-2.8299360275268555
55,low_gamma,late,1.3,2.3,5.116701159990633e-11,6.688104237095871e-11,-1.3614574670791626
56,low_gamma,late,1.3,2.3,7.24865167889277e-11,3.031756790061735e-10,-1.222968578338623
57,low_gamma,late,1.3,2.3,2.795539633115851e-10,9.301120290627907e-11,-8.012374877929688
58,low_gamma,late,1.3,2.3,1.0347753209849486e-10,1.1370501068475036e-10,-3.6825084686279297
59,low_gamma,late,1.3,2.3,8.994433670084234e-11,8.629424952388831e-11,-2.8567230701446533
60,low_gamma,late,1.3,2.3,9.365596492783013e-11,4.8715174255642424e-11,-5.500885963439941
61,low_gamma,late,1.3,2.3,5.190311028191452e-11,1.0626696050897166e-10,-1.0999270677566528
62,low_gamma,late,1.3,2.3,1.568480206826095e-10,9.217761970381488e-11,-5.852210521697998
63,low_gamma,late,1.3,2.3,8.569550624670796e-11,8.631190206997985e-11,-3.433933973312378
64,low_gamma,late,1.3,2.3,7.532249823860582e-11,7.782725158778092e-11,-2.9501001834869385
65,low_gamma,late,1.3,2.3,6.602117463838653e-11,7.643007754465359e-11,-2.0473368167877197
66,low_gamma,late,1.3,2.3,8.153910185937363e-11,7.156256143225903e-11,-2.7788493633270264
67,low_gamma,late,1.3,2.3,6.443605371497796e-11,1.2333588317314792e-10,-1.0749379396438599
68,low_gamma,late,1.3,2.3,9.99801214041085e-11,8.533566214774524e-11,-4.053834438323975
69,low_gamma,late,1.3,2.3,9.067104705939855e-11,8.817550162243393e-11,-3.095526933670044
70,low_gamma,late,1.3,2.3,8.889351060803463e-11,1.0460870364381591e-10,-1.6328612565994263
71,low_gamma,late,1.3,2.3,9.333982198267421e-11,7.207479751913937e-11,-2.7206737995147705
72,low_gamma,late,1.3,2.3,7.136836954746428e-11,5.4205553240427307e-11,-4.1877875328063965
73,low_gamma,late,1.3,2.3,5.038148370717366e-11,7.032741750068183e-11,-1.06587553024292
74,low_gamma,late,1.3,2.3,9.320919036603925e-11,6.868999813391952e-11,-3.9273815155029297
